NAME,TOTAL,FINE,FEE,Z FEE,COST,SURCHARGE,STF,BIPSA,MF,PLUS,CATEGORY,DESCRIPTION
14-296aa(d1st,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,(1st offense) Use of hand-held or hands-free mobile telephone or a mobile electronic device by an individual under 18 while operating a motor vehicle.
14-296aa(d1Z,300.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(d1st in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(d2nd,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,(2nd offense) Use of hand-held or hands-free mobile telephone or a mobile electronic device by an individ- ual under 18 while operating a motor vehicle.
14-296aa(d2Z,600.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(d2nd in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(d3rd,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,(3rd/SBS offense) Use of hand-held or hands-free mobile telephone or a mobile electronic device by an indi- vidual under 18 while operating a motor vehicle.
14-296aa(d3Z,1000.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(d3rd in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(e1st,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"(1st offense) Typing, reading or sending text or a text message with or from a mobile telephone or mobile electronic device while operating a commercial motor vehicle."
14-296aa(e1Z,300.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(e1st in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(e2nd,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"(2nd offense) Typing, reading or sending text or a text message with or from a mobile telephone or mobile electronic device while operating a commercial motor vehicle."
14-296aa(e2Z,600.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(e2nd in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(e3rd,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"(3rd/SBS offense) Typing, reading or sending text or a text message with or from a mobile telephone or mobile electronic device while operating a commercial motor vehicle."
14-296aa(e3Z,1000.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(e3rd in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(i1st,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,(1st offense) Distracted driving behavior while committing a moving violation. NOTE: DO NOT use this violation unless you are charging a moving violation.
14-296aa(i1Z,300.0,150.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(i1st in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(i2nd,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,(2nd offense) Distracted driving behavior while committing a moving violation. NOTE: DO NOT use this violation unless you are charging a moving violation.
14-296aa(i2Z,600.0,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(i2nd in a construction, utility, traffic or fire station work zone (specify zone)"
14-296aa(i3rd,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,(3rd/SBS offense) Distracted driving behavior while committing a moving violation. NOTE: DO NOT use this violation unless you are charging a moving violation.
14-296aa(i3Z,1000.0,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Violation of 14-296aa(i3rd in a construction, utility, traffic or fire station work zone (specify zone)"
14-296b,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,"Following fire apparatus, parking near fire apparatus; driving over hose"
14-296bb,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Unauthorized operation of a motor vehicle on a roadway designed for bus rapid transit
14-298,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Violation of all regulations under 14-298
14-298a,146.0,90.0,11.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,MOTOR VEHICLES,"Operation or moving of a motor vehicle over, on, through, or under a bridge or structure when motor vehicle exceeds the posted clearance height or load."
14-299,129.0,70.0,9.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to obey control signal
14-300(c),181.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to grant right of way to pedestrian at a CROSSWALK
14-300(c)*,181.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,MOTOR VEHICLES,Overtaking and PASSING VEHICLE STOPPED at cross-walk to permit pedestrian to cross
14-300(c)**,181.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure of operator of vehicle crossing sidewalk to yield right of way to PEDESTRIAN and all other traffic on the sidewalk
14-300(d),181.0,90.0,11.0,0.0,0.0,35.0,45.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to yield right of way to pedestrian who is blind.
14-300d,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to exercise due care to AVOID COLLIDING with PEDESTRIAN or person propelling a human- powered vehicle
14-300g,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Improper operation of a golf cart.
14-300g*,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Operation of a golf cart in violation of insurance regulations.
14-300g**,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Operation of golf cart in violation of condition or limitation established by traffic authority in city, town or borough."
14-301,129.0,70.0,9.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Failure to obey STOP SIGN
14-302,107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Disregarding YIELD sign
14-303,107.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,15.0,0.0,MOTOR VEHICLES,Driving WRONG WAY on ONE-WAY street
14-304,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Operating in PEDESTRIAN safety zone
14-305,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Failure to comply with signs, signals or markings regarding parking at bus stop or public service motor vehi- cle stand"
14-306,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Failure to comply with signs, signals or markings regarding parking at taxi stand"
14-307,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Failure to comply with signs, signals or markings prohibiting, limiting or restricting parking on a highway or thoroughfare"
14-308,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,"Failure to comply with signs, signals or markings regarding parking in loading or unloading zone"
14-314,117.0,50.0,7.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to comply with regulations adopted pursuant to Chapter 249 of the General Statutes (Traffic Control and Highway Safety)
14-319,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Illegal refusal to grant/renew gasoline license (1st offense).
14-320,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Illegal operation of gas station without permit from commissioner (1st offense)
14-321,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Illegal operation of gas station without permit from local authority (1st offense)
14-325a,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to provide free inflation air (1st offense)
14-326,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Illegal sale of substandard gasoline (1st offense)
14-330,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Failure to disclose gasoline source (1st offense)
14-332a,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MOTOR VEHICLES,Illegal gasoline surcharge (1st offense)
14-163c-1-1,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Controlled Substances and Alcohol Use & Testing - 49 CFR 382 (General Violation) (1st offense)
14-163c-1-1*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Controlled Substances and Alcohol Use & Testing - 49 CFR 382 (Out of Service) (1st offense)
14-163c-1-2,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Commercial Drivers License Stds-49 CFR 383 (General Violation) (1st offense)
14-163c-1-2*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Commercial Driver's License Stds-49 CFR 383 (Out of Service) (1st offense)
14-163c-1-3,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,State compliance with commercial driver's license program - 49 CFR 384 (General Violation)(1st offense).
14-163c-1-3*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,State compliance with commercial driver's license program-49 CFR 384 (out of service)(1st offense).
14-163c-1-4,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Safety Fitness procedures-49 CFR 385 (General Violation)(1st offense)
14-163c-1-4*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Safety Fitness Procedures - 49 CFR 385 (out of service)(1st offense)
14-163c-1-6,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Minimum levels of financial responsibility for motor carriers 49 CFR 387 (general violation)(1st offense).
14-163c-1-6*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Minimum levels of financial responsibility for motor carriers 49 CFR 387 (out of service)(1st offense).
14-163c-1-7,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Cooperative Agreement with States - 49 CFR 388 (general violation)(1st offense).
14-163c-1-7*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Cooperative Agreement with States - 49 CFR 388 (out of service)(1st offense)
14-163c-1-8,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Federal Motor Carrier safety regulations - 49 CFR 390 (general violation)(1st offense)
14-163c-1-8*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Federal Motor Carrier safety regulations - 49 CFR 390 (out of service)(1st offense)
14-163c-1-9,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Qualifications of drivers and longer combination vehicle (LCV) driver instructors - 49 CFR 391 (general violation)(1st offense)
14-163c-1-9*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Qualifications of drivers and longer combination LCV driver instructors 49 CFR 391 (out of service)(1st offense)
14-163c-1-10,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Driving of commercial motor vehicle - 49 CFR 392 (general violation)(1st offense)
14-163c-1-10*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Driving of commercial motor vehicle - 49 CFR 392 (out of service)(1st offense)
14-163c-1-11,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Parts and accessories necessary for safe operation - 49 CFR 393 (general violation)(1st offense).
14-163c-1-11*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Parts and accessories necessary for safe operation - 49 CFR 393 (out of service)(1st offense)
14-163c-1-13,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Hours of service of drivers - 49 CFR 395 (general violation)(1st offense)
14-163c-1-13*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Hours of service of drivers - 49 CFR 395 (out of service)(1st offense)
14-163c-1-14,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,"Inspection, Repair and Maintenance - 49 CFR 396 (general violation)(1st offense)"
14-163c-1-14*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,"Inspection, repair and maintenance - 49 CFR 396 (out of service)(1st offense)"
14-163c-1-15,92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,"Transportation of hazardous materials, driving and parking rules - 49 CFR 397 (general violation)(1st offense)"
14-163c-1-15*,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,"Transportation of hazardous materials, driving and parking rules - 49 CFR 397 (out of service)(1st offense)"
14-163c8b1,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Operating a commercial motor vehicle in violation of driver out of service order - 49 CFR 395.13(d)
14-163c8b2,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Operating a commercial motor vehicle in violation of a driver out of service order - 49 CFR 395.13(d)(haz- ardous materials or passengers)
14-163c8b3,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Operating a commercial motor vehicle after vehicle has been declared out of service - 49 CFR 396.9(c)(2)
14-163c8b4,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Operating a commercial motor vehicle after vehicle has been declared out of service - 49 CFR 396.9(c)(2)(hazardous materials or passengers)
14-163e(a),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Operating a motor vehicle or combination of motor vehicles without required periodic inspection
14-163e(b),92.0,50.0,7.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,MOTOR CARRIER SAFETY/OPERATION STANDARDS,Performance of periodic inspection in unauthorized manner
14-267a(h),427.0,250.0,32.0,0.0,0.0,20.0,125.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Failure to stop at a weigh station (1st offense)
14-267a(h)*,833.0,500.0,63.0,0.0,0.0,20.0,250.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Failure to stop at a weigh station (subsequent offense)
14-267a(k(2(A,427.0,250.0,32.0,0.0,0.0,20.0,125.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Exiting a limited access highway when scale or safety inspection site is operating to avoid vehicle being weighed or inspected (1st offense)
14-267a(k(2(B,427.0,250.0,32.0,0.0,0.0,20.0,125.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Parking on a limited access highway when scale or safety or inspection site is operating to avoid vehicle being weighed or inspected (1st offense)
14-267a(k(2A*,833.0,500.0,63.0,0.0,0.0,20.0,250.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Exiting a limited access highway when scale or safety inspection site is operating to avoid vehicle being weighed or inspected (subsequent offense)
14-267a(k(2B*,833.0,500.0,63.0,0.0,0.0,20.0,250.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Parking on a limited access highway when scale or safety or inspection site is operating to avoid vehicle being weighed or inspected (subsequent offense)
14-267a(k)(1),183.0,100.0,13.0,0.0,0.0,20.0,50.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Failure to comply with weighing direction (1st offense)
14-267a(k1)*,345.0,200.0,25.0,0.0,0.0,20.0,100.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Failure to comply with weighing direction (subsequent offense)
14-267a,variable,,,,,,,,,,OVERWEIGHT TRUCKS,Operating an overweight commercial vehicle-calculated using scale weight
14-267a*,variable,,,,,,,,,,OVERWEIGHT TRUCKS,Operating an overweight commercial vehicle-calculated using axle weight
14-267a**,variable,,,,,,,,,,OVERWEIGHT TRUCKS,Operating an overweight commercial vehicle-calculated using bridge formula
14-269,variable,,,,,,,,,,OVERWEIGHT TRUCKS,Operating heavy construction vehicle
14-270(g)(1),variable,,,,,,,,,,OVERWEIGHT TRUCKS,Operating commercial motor vehicle that exceeds weight specified in permit
14-270(g)(2)*,variable,,,,,,,,,,OVERWEIGHT TRUCKS,"Operating commercial motor vehicle, without a permit, that exceeds statutory weight limit"
14-270(g)(3)*,470.0,300.0,0.0,0.0,0.0,20.0,150.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Operating commercial motor vehicle that exceeds LENGTH specified in permit
14-270(g)(4),470.0,300.0,0.0,0.0,0.0,20.0,150.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Operating commercial motor vehicle that exceeds WIDTH specified in permit
14-270(g)(5),1520.0,1000.0,0.0,0.0,0.0,20.0,500.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Operating commercial motor vehicle that exceeds HEIGHT specified in permit
14-270(g)(6),2270.0,1500.0,0.0,0.0,0.0,20.0,750.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,"Operation on routes not specified in permit/exceeding LENGTH, WIDTH, or HEIGHT"
14-270(g)(6OW,variable,,,,,,,,,,OVERWEIGHT TRUCKS,Operating on routes not specified in permit/exceeding WEIGHT.
14-270(h)(1),220.0,200.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Operating in violation of conditions specified in permit
14-270(h)(2),1520.0,1500.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Operating in violation of days of travel specified in permit
14-270(i),10020.0,10000.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,OVERWEIGHT TRUCKS,Operating a vehicle under a forged permit (vehicle shall be impounded until payment of fine(s) or order of Superior Court)
7-13,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUNICIPALITIES,Illegal draw on town treasury
7-14,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUNICIPALITIES,Failure to maintain land records
7-35,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUNICIPALITIES,Illegal acts re: state publications
7-83,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUNICIPALITIES,Illegal payment by town treasurer
7-283,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MUNICIPALITIES,Illegal employment of private detective
8-12,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZONING AND PLANNING,Violation of zoning or housing regulations (not willful)
8-25,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZONING AND PLANNING,Illegal sale of lot without planning commission approval
8-25*,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZONING AND PLANNING,Making any subdivision of land without proper approval
8-27,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ZONING AND PLANNING,Illegal construction - unaccepted street
9-63,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ELECTIONS,Registrar of voters contempt
9-322,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ELECTIONS,Failure of moderator to make return
9-350,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ELECTIONS,Failure of warn election
10-193,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDUCATION AND CULTURE,Illegal employment of minor without certificate
10-197,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDUCATION AND CULTURE,Employment of a minor less than 14 during school
10-198,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDUCATION AND CULTURE,False statement - age of child
10-230,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDUCATION AND CULTURE,Failure to provide flag for classroom
10-251,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDUCATION AND CULTURE,Failure to give name/age of child
10-254,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EDUCATION AND CULTURE,Fraudulent certification for money
12-52,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Illegal action by tax assessor
12-170aa,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Failure to notify assessor of disqualification
12-286(e)(3),136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,TAXATION,Selling or offering for sale cigarettes or taxed tobacco products by cigarette dealer with license expired less than 90 days
12-292,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Illegal advertise sale untaxed cigarettes
12-304(a)(3),136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,TAXATION,"Selling, offering for sale, displaying for sale or possessing with intent to sell by licensed dealer of cigarettes that are unstamped or that are prohibited from being stamped (1st offense)(Note: The quantity of unstamped cigarettes in the possession of such dealer cannot exceed 600 cigarettes)"
12-314(a)1,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Sale of cigarettes other than in an unopened package (1st offense)
12-314(a)1*,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Sale of cigarettes other than in an unopened package (2d offense within 24 months of first offense)
12-314(a)1**,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Sale of cigarettes other than in an unopened package (3d or subsequent offense within 24 months of first offense)
12-326g,250.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Violation of cigarette sales tax - DEALER (first offense).
12-326g**,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Violation of cigarette sales tax - DEALER (subsequent offense)
12-326gI,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Violation of cigarette sales tax - DISTRIBUTOR (first offense).
12-326gII,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Violation of cigarette sales tax - DISTRIBUTOR (second offense).
12-326gIII,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Violation of cigarette sales tax - DISTRIBUTOR (subsequent offense).
12-408(4),500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Illegal advertising re: sales tax
12-411(3),500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Failure of retailer to collect sales tax
12-411(5),500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Illegal advertising re tax
12-411(6),500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Failure to comply tax amount display requirements
12-435c,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Illegal advertising - untaxed alcohol
12-476a,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Failure fuel transporter to report
12-476b,500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAXATION,Improper identification of fuel transport vehicle
12-487,136.0,90.0,11.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,TAXATION,Failure to display tax identification marker/failure to comply with regulations-registration
12-487(d)(2),520.0,500.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,TAXATION,Operating or causing to be operated on a highway any motor vehicle that contains dyed diesel fuel without the permission to do so
12-487(d)(3),520.0,500.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,TAXATION,Refusal to allow an inspection of fuel supply tank of propulsion engine of a motor vehicle
13a-71,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Failure to close illegal highway
13a-107,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Failure to remove snow from highway
13a-113,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Failure to close gates on drawbridge
13a-114,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Failure to comply with traffic controls
13a-115,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Illegal closing of highway without permit
13a-117b,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Wrecker soliciting on limited access highway
13a-124,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Unauthorized sign near highway (1st offense)
13a-124*,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Unauthorized sign near highway (subsequent offense)
13a-139,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Illegal deposit of rubbish on highway
13a-140(a),500.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Damage of trees on state property
13a-143b,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HIGHWAYS AND BRIDGES,Failure of carwash to correct icy condition
